,Name,Title,Body,Stars,Time,Vine Voice
176,Charlie,Cheap and thin,Cheap and thin,3.0,"Reviewed in the United States 🇺🇸 on December 13, 2022",
177,Duy Truong,Good quality and price,Durable and straight forward,5.0,"Reviewed in the United States 🇺🇸 on November 6, 2022",
178,LSmith,Nice,"Excellent for cleaning, painting, etc. Medium fits well for me, but if you have long fingers, buy the large size.",5.0,"Reviewed in the United States 🇺🇸 on October 13, 2022",
179,Amazon Customer,Perfect non latex gloves!,"Good fit and feel.  I used these alot when I was sick to add to my mask anytime I had contact with something for my husband.  Handling food, medicine etc.  Will definitely reorder.  Thank you for quality.",5.0,"Reviewed in the United States 🇺🇸 on August 28, 2022",
180,sirGman,Nice,Works as expected.,5.0,"Reviewed in the United States on November 2, 2022",
181,Zelda,Purple,Comfortable fit,5.0,"Reviewed in the United States on November 7, 2022",
182,Toni Garcia,good for getting gas in car & not on my hands,good for getting gas in car & not on my hands,5.0,"Reviewed in the United States on October 18, 2022",
183,GILVER L,Soft and comfy,"Like them a lot, they’re like a second skin. If they were slightly more affordable I would buy them every week.",5.0,"Reviewed in the United States on September 29, 2022",
184,leesentinella,Wow,Fit good,5.0,"Reviewed in the United States on November 3, 2022",
185,Book Lover,Good gloves for the price,"We use these gloves when we clean, pick up after the dogs, etc. They fit and work well. The gloves are good for the price.",4.0,"Reviewed in the United States on May 25, 2022",
186,Antarrius,Perfect fit,I use them in food service and it was a great buy.,5.0,"Reviewed in the United States on October 14, 2022",
187,C. Hice,Value for Price,A bit thinner than expected but they work great and haven’t broken on me yet.  I use these for my pup (disgusting procedure I have to do regularly but won’t mention) and rely on my hands being protected.  These have worked great for performing this weekly task.,4.0,"Reviewed in the United States on April 14, 2022",
188,Kindle Customer,They work as intended,I have medium size hands and the medium size fit me as they should.  The are strong enough not to tear while using as intended.  The gloves are just what I wanted.,5.0,"Reviewed in the United States on August 30, 2022",
189,Raimundo sagbini FERNANDEZ,Buen producto,Súper,5.0,"Reviewed in the United States on October 31, 2022",
190,Margaret Casey,Great,Just what we needed,4.0,"Reviewed in the United States on July 8, 2022",
191,Raine's Dad,Great Gloves from People Who Care,"Not only are these durable, strong, and flexible, but they give you a delicate sense of touch.BEST OF ALL, HOWEVER, is the fact that the people who make and ship these gloves have a very strong sense of commitment to those of us who need the gloves for serious medical issues. I ordered the gloves in the morning, and on the afternoon of THE SAME DAY they arrived! ♥♥THANK YOU, GLOVE PEOPLE!!!♥♥",5.0,"Reviewed in the United States on June 11, 2022",
192,Dream Caster,Very fast shipping,"Used for work use, painting , cleaning, trash removal. Good for light use.",5.0,"Reviewed in the United States on October 11, 2022",
193,Robert bose,Very cheap,"You do pay for what you get and these are incredibly thin and cheap. However they were the cheapest ones I could find for the quantity. It all depends on what you want to do with these. If you are doing mild cleaning, they'll probably work great. However, if you are using them for anything that is more strenuous I would pass. I've had other nitric gloves that were so much better, however they did cost more. It all depends on what you're using them for. I have broke a great deal of them. Just putting them on however they work for what I need them for. It would be hard for me to recommend them because of all depends on what you're using them for",3.0,"Reviewed in the United States on June 14, 2022",
194,Yolanda,"Super Comodos, me encantaron.",Me gusto porque me quedaron perfectamente bien. Los uso para acer mis comidas y me gusta que la masa no se pega.,5.0,"Reviewed in the United States on September 19, 2022",
195,Anonymous,Easy to wear,Good value for money and easy to wear and comfortable,5.0,"Reviewed in the United States on October 12, 2022",
196,carmen,Blue gloves,Very comfy and durable.,5.0,"Reviewed in the United States on October 21, 2022",
197,Viclawy,Recieved package quickly.,Good quality gloves.,5.0,"Reviewed in the United States on October 23, 2022",
198,BC,Work great,Work great fit nice,5.0,"Reviewed in the United States on October 21, 2022",
199,moinerzdad,Useful for 3d Resin Printing,"Easy to use, less expensive than picking these up locally.",5.0,"Reviewed in the United States on September 29, 2022",
200,Dee Cline,Nice,"What a deal I got on these gloves. I use them for everything cooking,cleaning, sometimes my hands get dried out and they break open so I use these at night to lock in my medicated lotion. They're so lightweight can't tell you have them on.Hands are brand new by morning",5.0,"Reviewed in the United States 🇺🇸 on July 3, 2022",
201,CoCo ,"They protect my hands. Use, re-use, re-use and toss away","I like it that there are so many in a box. I divide the box up and keep gloves in every room. They’re comfortable, stretch to fit my hands perfectly, and be used over and over again. They don’t impede manual dexterity either. They’re snug and very flexible.",5.0,"Reviewed in the United States 🇺🇸 on July 7, 2022",
202,Nicky Bell,Will not be buying these again due to the horrific smell,I like that my hands don’t get wet why wearing them like some gloves. I dislike VERY much the terrible sulphur smell that these gloves have and my hands still smell like that even after washing with warm soapy water. I have purchased these gloves in the past and have never had this problem. I have recently purchased 4 boxes and upon opening them EVERY box smells like sulphur. I am very disappointed due to the fact that I have to wear them with all day while taking care of my patients. My patients have even said they could smell them and for an elderly person that can’t  smell as good as younger folks that’s saying a lot. Please advise me on what to do as I am not happy with these gloves at all,3.0,"Reviewed in the United States 🇺🇸 on April 20, 2022",
203,MorningChores,Great value,I bought both small and medium sized gloves for the family.  They're used for meal prep and some household chores. They fit well and are adequate for the use intended.,5.0,"Reviewed in the United States 🇺🇸 on August 14, 2022",
204,ali,not a true large,this last batch were too small.  i always order a large but this last order fit more like a medium.  a bit dissapointed!,3.0,"Reviewed in the United States 🇺🇸 on October 17, 2022",
205,Karen,they go on easier than any of the other types,"I have to use many topical creams due to nerve pain in my lower body...using these gloves make it very easy, and quick with no problems of smells or having to stop and wash the residue off my hands....they go on easily, come off easily and fit loose enough and firm enough....great product!!",5.0,"Reviewed in the United States 🇺🇸 on June 24, 2022",
206,YanB,Perfect fit for large size,These gloves work well for me- durable and a good fit.,5.0,"Reviewed in the United States 🇺🇸 on September 25, 2022",
207,Norma,Es un producto que cumplió mis expectativas,Para limpieza de casas y oficinas es un producto que cumplió mis espectativas,5.0,"Reviewed in the United States 🇺🇸 on September 19, 2022",
208,Oleg,Hi,Very good item,5.0,"Reviewed in the United States 🇺🇸 on October 16, 2022",
209,Amazon Customer,"On the thin side, but does the job","Gloves are comfortable and fit well. They didn’t tear or anything, but do seem a little on the thin side. Otherwise they work great.",5.0,"Reviewed in the United States 🇺🇸 on August 22, 2022",
210,Leah 💛,Kitchen trash bags are thicker than these! (?1mil?),"Nowhere in the description, here or manufacturers website, did I find a specification of the thickness. I took a chance and ordered because my previous brand - regular ol' painters gloves (if they're not sealed and labeled as medically sterile, they're painters gloves in my opinion) that were about 4mil - had increased substantially in price. I wanted thicker because the 4mil do rip at the cuffs easily when putting on/pulling off with too much force and a sliver of a natural fingernail will slit the tips super easily, often). These are ***maybe*** 3 mil (do they make 1 mil because I feel certain my trash bags are more durable than these). If I had to guess I would guess 1 mil.SAVE YOUR MONEY UNLESS YOU JUST WANT THEM FOR ON/OFF AT THE GAS PUMP or something similarly quick and unlikely to rip them.",3.0,"Reviewed in the United States 🇺🇸 on March 16, 2022",
211,Beth R. Burke,Great for sanatizing,Great vslue,5.0,"Reviewed in the United States 🇺🇸 on October 17, 2022",
212,Jon,Thin But Tactile,I like that these gloves aren’t very thick. The thinness of them makes it easier to do work without losing dexterity like other gloves will.,4.0,"Reviewed in the United States 🇺🇸 on May 3, 2022",
213,Ken,Good Gloves,"Good Gloves, so far they have held up when I wear them cleaning. Purchased at a price that was much more competitive that big box retailers.",5.0,"Reviewed in the United States 🇺🇸 on August 18, 2022",VINE VOICE
214,DMSg,Durability in hand...,Hygienic and comfortable,5.0,"Reviewed in the United States 🇺🇸 on October 12, 2022",
215,Pat,Gloves A littlebit higher than other sources.  I would buy again.,Price higher than other vendors.  Not anything to get upset about. I would buy again.,5.0,"Reviewed in the United States 🇺🇸 on September 7, 2022",
216,SimpleSolutions,Fulfilled a need,The gloves came in useful to protect my hand after a wrist operation.,5.0,"Reviewed in the United States 🇺🇸 on September 15, 2022",
217,Kindle Customer  MM,Dependability,Gloves fit good and I have sort hands and fingers.  Best fit I have ever had in disposal gloves.Having a family member that needs personal care and lives in our home means we use quite a few of the gloves.Best I have found on the market.,5.0,"Reviewed in the United States 🇺🇸 on June 25, 2022",
