,Name,Title,Body,Stars,Time,Vine Voice
239,Mark Hedger,Wow! A great knife set at a bargain price. Only cheap part is the sharpening steal,"Knives are well made, durable, needing only light sharpening upon arrival. Great weight, balance, comfortable handle, and becomes an extension of your arm over time.  The wife believes the paring knife is too big and heavy and prefers her Victorinox paring knife.  Otherwise a great set. Even the steak knifes are heavy duty, and sharp, no struggling to work around the bone on your T-bone.  Only cheap item is the sharpening steal, but just replaced it with my own.##",5.0,"Reviewed in the United States on February 26, 2019",
240,Denice Brown ,Awesome sharp product,"Bout these a while ago and they are sharp I cut myself a few times, I wish they had a large toothed knife but other than that product is great, easy to clean, and you can sharpen it to.##",5.0,"Reviewed in the United States on December 13, 2020",
241,Paula,Best Affordable Knives,"I’ve never left a review before but needed to add that this is the best set of knives for a home cook. It has everything you need. Also, they do not rust! We get lazy and leave things in the sink a lot. These knives are super tough and have not had any rust! Highly recommended!##",5.0,"Reviewed in the United States on May 15, 2020",
242,Bailey,Shockingly Good Knives,"These knives are excellent value for money. I bought these to replace a super cheap set I got at Target to tide me over in a move and I am so so happy to finally have some quality knives. They may not be as great as some of the brand name knives I've used, but the value here can't be might.##",5.0,"Reviewed in the United States on March 12, 2020",
243,Vivian Hernandez,Pleased,Good but not so very sharp##,4.0,"Reviewed in the United States on March 7, 2021",
244,Max C,"Can't be beat, for the money...","For the money, you cannot beat these, they are relatively well made, have a full tang, and carry a really nice edge.  Its a nice starter set, cheap, sharp. Just bear in mind, for the money, you cannot expect these to retain an edge for as long as something 4 times the price.  They come with a sharpening steel, so learn how to use it (there are a few video's on YouTube which show you how to do this without removing a finger), and use it every time you finish using a knife. This will help to prolong the edge on these (and you should be getting into this habit with any knife, regardless of quality).##",5.0,"Reviewed in the United States on July 14, 2015",
245,zzpich,Not Impressed,"Purchased about 6 months ago and I am somewhat disappointed. The knives appear of good quality however they have failed to impress. The steak knives do not cut as well as the cheaper knives they replaced - not sure it is an issue with sharpness, perhaps more of a blade design effect. The smaller knives of the set are not sharp enough and I have not been able to sharpen them to a perfect state either. The blades feel to thick and the balance is off for the smaller ones... The larger knives are fine - I don't have any issues with them.For the price this set may be OK but I find myself using the Amazon knives only if I cannot get a hold of my older knives. Would not buy again and will not recommend to a friend.##",3.0,"Reviewed in the United States 🇺🇸 on May 2, 2016",
246,Michael W. Urban,Good budget knives.,Didn't realize the instructions say to hand wash.  I assume if you use the dishwasher the handles will eventually crack from the heat.  Aside from that they are functional kitchen knives.##,4.0,"Reviewed in the United States 🇺🇸 on February 24, 2020",
247,Gloria Stuppyy,Sharp,Works great##,5.0,"Reviewed in the United States 🇺🇸 on January 12, 2022",
248,Lars Kenneth,Great inexpensive set of knives,"Great inexpensive set of knives. As with a few of the other house ware items I reviewed, I needed to purchase these so I could cook meals while my family and I are living apart. The plastic of the handles are a bit flimsy, and for that reason I only give it 4 stars. They're not the Wusthof knives I've enjoyed using for the past 25 years, but these knives will slice and dice what I need them to for the time being.##",4.0,"Reviewed in the United States 🇺🇸 on August 13, 2016",
249,Madhatterni,"Good Buy, will do it again as a gift",The knives holder is the onlything that is difficult to clean. The set is well crafted for the price. Would recommend##,4.0,"Reviewed in the United States 🇺🇸 on July 14, 2020",
250,George,All around amazing.,"This knife set is so handy to have, I’m so glad I bought it. Here’s a tip to the people complaining about rust (which I haven’t seen on mine and I’ve had it for over a month): don’t leave them sitting in water in the sink and make sure they’re dry when you put them away. They’ll last a lot longer if you take care of them!##",5.0,"Reviewed in the United States 🇺🇸 on December 31, 2019",
